Id,Location,Size,Bedrooms,Bathrooms,Year_Built,Price
43165,Pune,,2.0,1.0,2012.0,3377683
43166,Delhi,NaN,1.0,1.0,2012.0,3228266
43167,Delhi,1500sqft,3.0,2.0,2015.0,3783358
43168,Bangalore,1800 sqft,,,2008.0,6800937
43169,Noida,1800 sqft,2.0,3.0,2012.0,3669274
43170,Mumbai,1500sqft,3.0,2.0,2010.0,7888034
43171,Pune,NaN,2.0,,,3618286
43172,Gurgaon,,2.0,3.0,2005.0,4051020
43173,Gurgaon,1000 sqft,2.0,1.0,1998.0,5511893
43174,Pune,1800 sqft,2.0,2.0,2015.0,4896603
43175,Gurgaon,NaN,4.0,2.0,2012.0,3969305
43176,Gurgaon,800 sqft,2.0,2.0,,5163671
43177,Mumbai,800 sqft,2.0,1.0,2000.0,7759078
43178,Bangalore,NaN,3.0,1.0,1998.0,5104521
43179,Noida,800 sqft,2.0,2.0,2000.0,3171053
43180,Bangalore,1200 sqft,1.0,,2010.0,6897963
43181,Delhi,1500sqft,2.0,1.0,2008.0,4014902
43182,Gurgaon,,1.0,2.0,1995.0,3857347
43183,Gurgaon,800 sqft,1.0,2.0,2018.0,5418075
43184,Pune,,2.0,2.0,2012.0,3717917
43185,Bangalore,1500sqft,,1.0,2012.0,6640796
43186,Delhi,1800 sqft,2.0,1.0,2010.0,4275671
43187,Bangalore,1000 sqft,3.0,1.0,2012.0,6962570
43188,Delhi,2000 sqft,3.0,2.0,2012.0,4283765
43189,Gurgaon,900sqft,2.0,2.0,,4952202
43190,Pune,1800 sqft,4.0,2.0,1995.0,5060046
43191,Gurgaon,,,1.0,2018.0,3944258
43192,Gurgaon,2000 sqft,3.0,2.0,2012.0,5397918
43193,Noida,1000 sqft,,3.0,2005.0,3427405
43194,Noida,1500sqft,4.0,1.0,2008.0,3201558
43195,Delhi,800 sqft,3.0,2.0,2010.0,4133676
43196,Pune,1800 sqft,1.0,,1995.0,4916504
43197,Pune,NaN,4.0,2.0,2008.0,3670620
43198,Noida,900sqft,2.0,2.0,2018.0,2776562
43199,Mumbai,1800 sqft,2.0,,2010.0,8479420
43200,Mumbai,1500sqft,,3.0,2000.0,7633163
43201,Noida,1800 sqft,3.0,2.0,1998.0,3576909
43202,Gurgaon,900sqft,2.0,1.0,1998.0,4754454
43203,Mumbai,1200 sqft,2.0,1.0,2008.0,8282418
43204,Noida,800 sqft,,1.0,2015.0,3272367
43205,Delhi,800 sqft,3.0,1.0,1998.0,3693272
43206,Pune,,2.0,2.0,,3351734
43207,Pune,1000 sqft,3.0,2.0,2008.0,4752776
43208,Delhi,1500sqft,3.0,3.0,1998.0,4034096
43209,Delhi,2000 sqft,2.0,,2018.0,4047709
43210,Gurgaon,1200 sqft,3.0,2.0,2010.0,5633997
43211,Mumbai,900sqft,2.0,3.0,1998.0,7339223
43212,Noida,2000 sqft,2.0,2.0,1998.0,3368623
43213,Pune,1200 sqft,4.0,2.0,1998.0,4891827
43214,Mumbai,,4.0,3.0,,5868093
43215,Bangalore,NaN,4.0,2.0,2015.0,5223356
43216,Delhi,NaN,3.0,2.0,2008.0,2791519
43217,Noida,1800 sqft,3.0,1.0,2000.0,3262224
43218,Pune,1800 sqft,2.0,,2000.0,5010519
43219,Mumbai,1000 sqft,3.0,2.0,,8155505
43220,Gurgaon,900sqft,3.0,,2000.0,4644560
43221,Pune,1500sqft,2.0,,,4732521
43222,Delhi,1000 sqft,1.0,2.0,2000.0,4137132
43223,Noida,,,1.0,2008.0,2593760
43224,Bangalore,900sqft,3.0,3.0,1998.0,6159437
43225,Mumbai,900sqft,,1.0,1998.0,7272193
43226,Mumbai,2000 sqft,3.0,,1998.0,8157923
43227,Pune,2000 sqft,2.0,2.0,2010.0,4661058
43228,Delhi,1500sqft,3.0,,2005.0,3727638
43229,Bangalore,,3.0,2.0,2008.0,4804679
43230,Noida,900sqft,2.0,1.0,2018.0,2809864
43231,Delhi,2000 sqft,3.0,2.0,1998.0,4103568
43232,Noida,1200 sqft,2.0,1.0,2000.0,3401735
43233,Pune,NaN,3.0,,1995.0,3628340
43234,Bangalore,,,3.0,1998.0,5180325
43235,Gurgaon,NaN,1.0,2.0,,4160964
43236,Noida,800 sqft,4.0,2.0,2008.0,3086980
43237,Noida,900sqft,2.0,1.0,2015.0,3107017
43238,Mumbai,1800 sqft,3.0,3.0,2000.0,8420055
43239,Bangalore,NaN,,3.0,2005.0,4978332
43240,Pune,,3.0,1.0,2018.0,3501415
43241,Bangalore,2000 sqft,4.0,3.0,2015.0,6772552
43242,Bangalore,1200 sqft,3.0,3.0,2018.0,7040012
43243,Noida,1500sqft,1.0,3.0,1995.0,3428336
43244,Gurgaon,1500sqft,3.0,3.0,2010.0,5161222
43245,Bangalore,800 sqft,2.0,,2010.0,6597031
43246,Gurgaon,,1.0,2.0,2008.0,4152176
43247,Noida,900sqft,3.0,1.0,2015.0,2880875
43248,Delhi,800 sqft,3.0,3.0,2010.0,3988339
43249,Bangalore,1800 sqft,,,,6776340
43250,Pune,1800 sqft,4.0,2.0,2010.0,5076353
43251,Pune,,1.0,2.0,2015.0,3408690
43252,Gurgaon,800 sqft,3.0,2.0,2000.0,5092457
43253,Bangalore,1200 sqft,1.0,2.0,2018.0,6866082
43254,Pune,800 sqft,4.0,1.0,2012.0,4664298
43255,Delhi,NaN,1.0,2.0,2018.0,3119120
43256,Mumbai,,3.0,1.0,2012.0,6243299
43257,Delhi,2000 sqft,3.0,1.0,2000.0,4322022
43258,Pune,NaN,3.0,2.0,2005.0,3735291
43259,Mumbai,,4.0,1.0,,5839467
43260,Bangalore,,2.0,3.0,2018.0,5178265
43261,Gurgaon,1200 sqft,2.0,1.0,,5572372
43262,Gurgaon,1000 sqft,2.0,1.0,2012.0,5683132
43263,Pune,,,1.0,2008.0,3654316
43264,Bangalore,,3.0,3.0,2015.0,5074351
43265,Pune,,3.0,2.0,2015.0,3369121
43266,Delhi,800 sqft,3.0,1.0,1995.0,4017989
43267,Gurgaon,NaN,3.0,1.0,2018.0,4131593
43268,Gurgaon,800 sqft,2.0,,2015.0,5197484
43269,Mumbai,800 sqft,1.0,1.0,1998.0,7973932
43270,Gurgaon,,1.0,,2000.0,4050413
43271,Gurgaon,1500sqft,,1.0,2015.0,4957801
43272,Mumbai,1200 sqft,2.0,2.0,2005.0,8567762
43273,Gurgaon,1200 sqft,3.0,1.0,2008.0,5602460
43274,Delhi,800 sqft,,1.0,2018.0,4111961
43275,Bangalore,1500sqft,3.0,1.0,2015.0,6351033
43276,Bangalore,1800 sqft,4.0,3.0,2015.0,7126176
43277,Mumbai,1000 sqft,2.0,2.0,2010.0,8320700
43278,Noida,900sqft,2.0,2.0,1998.0,3061590
43279,Bangalore,1000 sqft,3.0,1.0,1995.0,7132691
43280,Noida,2000 sqft,2.0,2.0,2005.0,3375185
43281,Delhi,1200 sqft,,1.0,2012.0,4189041
43282,Noida,2000 sqft,2.0,1.0,2018.0,3651150
43283,Noida,,3.0,2.0,2010.0,2621665
43284,Noida,1200 sqft,3.0,1.0,2008.0,3278477
43285,Bangalore,1500sqft,3.0,1.0,2005.0,6396185
43286,Gurgaon,1500sqft,3.0,1.0,2008.0,5002984
43287,Gurgaon,1500sqft,4.0,,2012.0,5212888
43288,Mumbai,1800 sqft,2.0,1.0,2000.0,8325467
43289,Pune,1800 sqft,3.0,2.0,2015.0,4784767
43290,Bangalore,1800 sqft,2.0,1.0,1998.0,7078498
43291,Mumbai,,3.0,2.0,1998.0,6095242
43292,Noida,,3.0,2.0,2010.0,2546641
43293,Bangalore,800 sqft,2.0,3.0,2015.0,6688680
43294,Mumbai,1000 sqft,2.0,1.0,2010.0,8539509
43295,Noida,NaN,1.0,2.0,,2370946
43296,Delhi,1000 sqft,2.0,,2015.0,4351060
43297,Delhi,1000 sqft,4.0,,1998.0,4397013
43298,Gurgaon,,1.0,1.0,,3977099
43299,Noida,2000 sqft,3.0,2.0,2005.0,3351162
43300,Noida,,,2.0,,2366651
43301,Mumbai,800 sqft,,3.0,2005.0,8033261
43302,Delhi,1000 sqft,3.0,1.0,2010.0,4394478
43303,Gurgaon,1500sqft,1.0,1.0,2018.0,5095003
43304,Pune,NaN,3.0,,2012.0,3483385
43305,Bangalore,,2.0,2.0,,5069699
43306,Pune,2000 sqft,1.0,1.0,2010.0,5059869
43307,Gurgaon,NaN,2.0,2.0,1995.0,3819167
43308,Delhi,,3.0,,2012.0,2957266
43309,Noida,NaN,,2.0,2000.0,2505961
43310,Noida,900sqft,3.0,3.0,2005.0,3083822
43311,Mumbai,1500sqft,4.0,2.0,2000.0,7658525
43312,Pune,,2.0,,1998.0,3371141
43313,Pune,1500sqft,2.0,3.0,2010.0,4596479
43314,Gurgaon,,3.0,1.0,2018.0,3876553
43315,Bangalore,900sqft,1.0,1.0,1995.0,6143907
43316,Mumbai,1200 sqft,,2.0,2008.0,8249663
43317,Bangalore,1000 sqft,2.0,3.0,,7243983
43318,Mumbai,1200 sqft,4.0,,2018.0,8517203
43319,Gurgaon,1000 sqft,3.0,2.0,2010.0,5371440
43320,Pune,NaN,2.0,1.0,2005.0,3673622
43321,Mumbai,800 sqft,2.0,,,7580486
43322,Bangalore,900sqft,2.0,,2000.0,6160504
43323,Pune,2000 sqft,2.0,2.0,1998.0,4949943
43324,Pune,2000 sqft,1.0,,,5016770
43325,Bangalore,1800 sqft,2.0,1.0,2015.0,7224014
43326,Gurgaon,NaN,2.0,1.0,2000.0,4217413
43327,Bangalore,1500sqft,2.0,,2000.0,6624631
43328,Gurgaon,1200 sqft,3.0,3.0,2008.0,5597114
43329,Pune,1200 sqft,3.0,2.0,2012.0,5024617
43330,Pune,NaN,2.0,2.0,1995.0,3365533
43331,Pune,2000 sqft,,2.0,2018.0,4846269
43332,Delhi,900sqft,2.0,,1995.0,3737118
43333,Mumbai,1200 sqft,2.0,1.0,2000.0,8537715
43334,Gurgaon,2000 sqft,2.0,3.0,2012.0,5583867
43335,Noida,1500sqft,3.0,1.0,2005.0,3036170
43336,Gurgaon,1800 sqft,3.0,,1995.0,5597956
43337,Bangalore,,,2.0,2005.0,4972400
43338,Pune,800 sqft,1.0,1.0,2015.0,4403884
43339,Bangalore,800 sqft,2.0,1.0,,6471867
43340,Pune,900sqft,2.0,,2010.0,4318250
43341,Gurgaon,1500sqft,2.0,2.0,2015.0,5280866
43342,Noida,1800 sqft,2.0,1.0,2005.0,3627074
43343,Pune,1000 sqft,2.0,2.0,2015.0,5004982
43344,Noida,800 sqft,2.0,1.0,2005.0,3000710
43345,Delhi,900sqft,1.0,2.0,2005.0,3634727
43346,Mumbai,900sqft,2.0,1.0,2008.0,7014429
43347,Bangalore,1000 sqft,,1.0,1998.0,6900251
43348,Bangalore,1500sqft,2.0,2.0,2000.0,6470751
43349,Mumbai,NaN,4.0,3.0,,6026767
43350,Delhi,2000 sqft,3.0,1.0,2018.0,3980886
43351,Noida,2000 sqft,3.0,3.0,2000.0,3545292
43352,Bangalore,,2.0,2.0,2018.0,4755178
43353,Pune,800 sqft,3.0,3.0,2018.0,4363022
43354,Gurgaon,2000 sqft,1.0,2.0,2000.0,5587055
43355,Pune,1200 sqft,2.0,2.0,2005.0,4865840
43356,Pune,1800 sqft,,2.0,2005.0,4918554
43357,Noida,900sqft,,2.0,,3056986
43358,Mumbai,1800 sqft,,,1998.0,8438877
43359,Pune,,2.0,,2010.0,3367622
43360,Delhi,,1.0,3.0,2018.0,2942976
43361,Gurgaon,,3.0,,2010.0,4018944
43362,Gurgaon,1800 sqft,3.0,3.0,2008.0,5777463
43363,Bangalore,800 sqft,,1.0,2018.0,6573147
43364,Noida,NaN,4.0,2.0,2018.0,2267644
43365,Mumbai,1500sqft,3.0,2.0,2012.0,7603529
43366,Mumbai,800 sqft,3.0,2.0,2010.0,7782819
43367,Gurgaon,1000 sqft,1.0,1.0,1998.0,5766010
43368,Bangalore,1200 sqft,3.0,2.0,1998.0,6778208
43369,Gurgaon,,3.0,3.0,2012.0,4158913
43370,Bangalore,,3.0,1.0,2018.0,5226604
43371,Mumbai,800 sqft,3.0,1.0,2018.0,7749609
43372,Delhi,,4.0,2.0,2005.0,2957637
43373,Noida,NaN,2.0,1.0,2018.0,2420473
43374,Delhi,2000 sqft,3.0,2.0,1995.0,4003967
43375,Pune,800 sqft,,2.0,2000.0,4605047
43376,Noida,2000 sqft,3.0,,2012.0,3563061
43377,Delhi,,1.0,2.0,2015.0,3227425
43378,Noida,NaN,2.0,1.0,2010.0,2599673
43379,Pune,2000 sqft,1.0,2.0,2008.0,4954667
43380,Noida,2000 sqft,3.0,2.0,,3726363
43381,Mumbai,1800 sqft,3.0,,,8223664
43382,Mumbai,1200 sqft,1.0,,1995.0,8623046
43383,Delhi,,2.0,1.0,1998.0,3167593
43384,Delhi,2000 sqft,3.0,2.0,2000.0,4176168
43385,Delhi,,3.0,2.0,2015.0,2804489
43386,Gurgaon,900sqft,3.0,2.0,,5042743
43387,Bangalore,800 sqft,,3.0,2008.0,6614161
43388,Noida,900sqft,3.0,3.0,1998.0,3015993
43389,Noida,900sqft,,2.0,1998.0,2879420
43390,Gurgaon,1500sqft,3.0,2.0,2008.0,5318028
43391,Noida,1200 sqft,2.0,2.0,2010.0,3715445
43392,Gurgaon,2000 sqft,2.0,1.0,2018.0,5381910
43393,Gurgaon,NaN,4.0,1.0,1998.0,4232082
43394,Pune,1800 sqft,3.0,2.0,2012.0,5049593
43395,Delhi,900sqft,4.0,1.0,2012.0,3793099
43396,Pune,NaN,1.0,3.0,2005.0,3544170
43397,Pune,2000 sqft,2.0,,2018.0,5054957
43398,Bangalore,1500sqft,2.0,2.0,,6720559
43399,Bangalore,1200 sqft,3.0,3.0,2012.0,6985423
43400,Delhi,1000 sqft,3.0,,2005.0,4221818
43401,Noida,1800 sqft,1.0,3.0,1995.0,3562056
43402,Gurgaon,1800 sqft,4.0,1.0,2010.0,5580133
43403,Delhi,1800 sqft,2.0,3.0,,4263226
43404,Mumbai,1800 sqft,2.0,,2008.0,8637243
43405,Bangalore,1800 sqft,3.0,2.0,1995.0,6826421
43406,Mumbai,1800 sqft,3.0,3.0,2010.0,8571554
43407,Bangalore,,4.0,,2000.0,5059380
43408,Pune,1000 sqft,3.0,,2005.0,4784417
43409,Bangalore,,2.0,2.0,2012.0,5220241
43410,Delhi,,3.0,3.0,2005.0,2888787
43411,Gurgaon,1500sqft,2.0,2.0,2015.0,5094232
43412,Mumbai,1200 sqft,2.0,2.0,2010.0,8369202
43413,Pune,1200 sqft,4.0,2.0,1998.0,4825019
43414,Noida,1500sqft,2.0,2.0,2018.0,3034189
43415,Mumbai,,1.0,2.0,,5910923
43416,Delhi,1000 sqft,4.0,,2000.0,4352926
43417,Mumbai,1000 sqft,4.0,2.0,2018.0,8538256
43418,Bangalore,1000 sqft,4.0,2.0,1995.0,6851074
43419,Mumbai,900sqft,3.0,2.0,2005.0,7006042
43420,Mumbai,,2.0,3.0,2018.0,5868970
43421,Delhi,800 sqft,,2.0,,4027718
43422,Delhi,,2.0,1.0,2015.0,3090739
43423,Bangalore,,2.0,2.0,1995.0,5021413
43424,Pune,1800 sqft,3.0,,2000.0,4943583
43425,Delhi,,4.0,2.0,,3192202
43426,Mumbai,800 sqft,4.0,1.0,1998.0,7664070
43427,Delhi,NaN,1.0,1.0,,3078378
43428,Bangalore,900sqft,3.0,2.0,2012.0,6157925
43429,Delhi,1500sqft,,1.0,2012.0,4013005
43430,Delhi,1000 sqft,2.0,,2010.0,4438672
43431,Gurgaon,1200 sqft,,1.0,,5796989
43432,Pune,1500sqft,3.0,3.0,2008.0,4739000
43433,Mumbai,1800 sqft,1.0,3.0,,8193779
43434,Delhi,1000 sqft,1.0,1.0,2018.0,4284025
43435,Pune,1500sqft,1.0,1.0,2000.0,4653930
43436,Mumbai,800 sqft,4.0,1.0,1998.0,7676869
43437,Pune,900sqft,2.0,3.0,2005.0,4113893
43438,Mumbai,1800 sqft,4.0,1.0,2008.0,8501688
43439,Gurgaon,,3.0,1.0,1995.0,3764392
43440,Noida,800 sqft,2.0,,,3093586
43441,Gurgaon,900sqft,4.0,3.0,2000.0,4678682
43442,Bangalore,1000 sqft,3.0,2.0,2000.0,7025767
43443,Bangalore,NaN,,3.0,,5193376
43444,Delhi,800 sqft,3.0,2.0,1998.0,4015331
43445,Delhi,800 sqft,3.0,3.0,1998.0,3696940
43446,Delhi,,4.0,,2018.0,2963255
43447,Bangalore,1800 sqft,,2.0,2008.0,6854137
43448,Noida,2000 sqft,2.0,2.0,2018.0,3309357
43449,Noida,NaN,,2.0,2012.0,2291761
43450,Bangalore,,1.0,,2010.0,5029849
43451,Noida,,3.0,1.0,1998.0,2285333
43452,Mumbai,2000 sqft,3.0,3.0,2018.0,8219589
43453,Bangalore,900sqft,,2.0,2005.0,5984740
43454,Gurgaon,,2.0,1.0,1998.0,4174087
43455,Gurgaon,1500sqft,1.0,3.0,2008.0,5062689
43456,Pune,1200 sqft,2.0,3.0,1995.0,4661495
43457,Noida,900sqft,3.0,3.0,2012.0,2843038
43458,Noida,1200 sqft,3.0,,2010.0,3533481
43459,Delhi,1500sqft,,1.0,1995.0,4004289
43460,Delhi,2000 sqft,4.0,2.0,,3988865
43461,Noida,900sqft,4.0,2.0,2008.0,3206393
43462,Delhi,1200 sqft,2.0,2.0,2015.0,4363995
43463,Noida,NaN,3.0,1.0,1998.0,2544064
43464,Delhi,1200 sqft,4.0,1.0,2012.0,4448915
43465,Delhi,800 sqft,2.0,2.0,1998.0,3788771
43466,Pune,1800 sqft,3.0,,2018.0,4998994
43467,Noida,2000 sqft,2.0,2.0,2010.0,3303077
43468,Noida,,2.0,2.0,2012.0,2599972
43469,Bangalore,NaN,1.0,1.0,2000.0,5019332
43470,Delhi,1800 sqft,4.0,2.0,2000.0,4148958
43471,Delhi,800 sqft,,1.0,2018.0,3912221
43472,Noida,,2.0,2.0,1995.0,2625843
43473,Bangalore,1500sqft,1.0,2.0,2000.0,6439130
43474,Delhi,1800 sqft,3.0,1.0,2012.0,4001418
43475,Mumbai,,3.0,2.0,2010.0,5916354
43476,Mumbai,1800 sqft,2.0,3.0,2008.0,8381116
43477,Mumbai,800 sqft,2.0,2.0,2018.0,8005999
43478,Pune,NaN,4.0,2.0,,3316451
43479,Pune,,1.0,,2018.0,3696850
43480,Delhi,1800 sqft,4.0,1.0,1995.0,4204611
43481,Bangalore,,2.0,3.0,1998.0,4799269
43482,Mumbai,800 sqft,4.0,,2000.0,7997040
43483,Delhi,1800 sqft,,2.0,1995.0,4114076
43484,Pune,NaN,1.0,,2008.0,3545558
43485,Gurgaon,1800 sqft,2.0,2.0,2015.0,5589028
43486,Pune,800 sqft,3.0,2.0,2010.0,4761698
43487,Gurgaon,2000 sqft,2.0,2.0,,5812006
43488,Pune,1200 sqft,2.0,2.0,2008.0,4787605
43489,Noida,1200 sqft,1.0,3.0,,3676182
43490,Delhi,,3.0,1.0,1998.0,2881131
43491,Bangalore,,4.0,1.0,2015.0,5124576
43492,Mumbai,800 sqft,3.0,2.0,2005.0,7594635
43493,Pune,1500sqft,,1.0,,4455561
43494,Delhi,2000 sqft,2.0,1.0,1995.0,4436794
43495,Noida,800 sqft,,2.0,,3333156
43496,Mumbai,NaN,3.0,,2018.0,5846529
43497,Gurgaon,NaN,2.0,1.0,2000.0,4205523
43498,Delhi,,2.0,1.0,1998.0,2998949
43499,Gurgaon,1000 sqft,1.0,1.0,2005.0,5586848
43500,Delhi,,1.0,,2000.0,3180534
43501,Pune,1800 sqft,3.0,1.0,2015.0,5056058
43502,Bangalore,2000 sqft,4.0,,2010.0,7009491
43503,Pune,1000 sqft,3.0,1.0,1998.0,4691145
43504,Delhi,1800 sqft,2.0,1.0,2015.0,4026490
43505,Mumbai,NaN,2.0,2.0,2005.0,6065056
43506,Delhi,,1.0,1.0,1995.0,2975449
43507,Mumbai,NaN,3.0,,2015.0,6223556
43508,Mumbai,1500sqft,,2.0,2005.0,7551276
43509,Pune,,,2.0,2012.0,3730258
43510,Delhi,NaN,3.0,1.0,2000.0,3160477
43511,Gurgaon,1800 sqft,3.0,2.0,1995.0,5634240
43512,Gurgaon,,3.0,1.0,2000.0,3767572
43513,Delhi,800 sqft,2.0,1.0,,3926688
43514,Bangalore,NaN,3.0,,,4941063
43515,Delhi,800 sqft,3.0,3.0,2010.0,4077572
43516,Gurgaon,,1.0,2.0,,4107244
43517,Pune,1500sqft,2.0,1.0,2000.0,4523674
43518,Mumbai,1200 sqft,3.0,,2008.0,8517809
43519,Noida,1200 sqft,4.0,2.0,1995.0,3589460
43520,Gurgaon,1500sqft,2.0,,2008.0,5088160
43521,Delhi,NaN,3.0,1.0,2010.0,2938188
43522,Mumbai,1000 sqft,1.0,1.0,2005.0,8518663
43523,Pune,,2.0,1.0,2008.0,3314278
43524,Gurgaon,2000 sqft,1.0,1.0,2000.0,5365629
43525,Bangalore,NaN,3.0,2.0,1998.0,4997543
43526,Pune,1800 sqft,3.0,2.0,2000.0,4884195
43527,Noida,1200 sqft,3.0,1.0,2012.0,3602834
43528,Pune,2000 sqft,2.0,1.0,2008.0,4958790
43529,Delhi,1200 sqft,4.0,1.0,,4313448
43530,Mumbai,1200 sqft,2.0,,2008.0,8321627
43531,Bangalore,1800 sqft,1.0,3.0,2012.0,6758352
43532,Pune,1800 sqft,2.0,3.0,2010.0,4790423
43533,Pune,1200 sqft,,1.0,,4769772
43534,Mumbai,1200 sqft,2.0,2.0,2005.0,8530816
43535,Mumbai,1200 sqft,2.0,2.0,1995.0,8470020
43536,Pune,NaN,4.0,3.0,2015.0,3441234
43537,Gurgaon,1500sqft,3.0,2.0,2015.0,5229061
43538,Bangalore,1200 sqft,2.0,1.0,2008.0,7018048
43539,Delhi,1800 sqft,2.0,1.0,1998.0,4393247
43540,Mumbai,1200 sqft,3.0,1.0,,8483213
43541,Gurgaon,1200 sqft,4.0,2.0,2018.0,5701400
43542,Mumbai,2000 sqft,3.0,1.0,2008.0,8616049
43543,Pune,900sqft,1.0,2.0,2018.0,4132205
43544,Delhi,,,,2018.0,3244860
43545,Bangalore,900sqft,2.0,,2012.0,5959461
43546,Gurgaon,,2.0,,1998.0,3779613
43547,Mumbai,900sqft,1.0,1.0,,6990962
43548,Mumbai,,,,2000.0,6018462
43549,Gurgaon,1000 sqft,3.0,1.0,2015.0,5768702
43550,Bangalore,800 sqft,4.0,1.0,,6666471
43551,Gurgaon,900sqft,2.0,,1995.0,4961541
43552,Pune,NaN,4.0,2.0,1995.0,3528974
43553,Mumbai,800 sqft,1.0,2.0,2005.0,7778406
43554,Pune,2000 sqft,4.0,3.0,2010.0,5118677
43555,Pune,NaN,4.0,2.0,2008.0,3338617
43556,Pune,,3.0,,2008.0,3669840
43557,Mumbai,1800 sqft,4.0,,2010.0,8395722
43558,Noida,900sqft,3.0,3.0,2012.0,2807064
43559,Mumbai,1800 sqft,3.0,1.0,2000.0,8313306
43560,Delhi,800 sqft,2.0,1.0,2010.0,3663658
43561,Noida,,2.0,2.0,,2681372
43562,Noida,900sqft,2.0,1.0,2012.0,2795030
43563,Bangalore,900sqft,3.0,2.0,2015.0,5953568
43564,Noida,900sqft,2.0,2.0,2005.0,3082099
43565,Delhi,NaN,,1.0,2018.0,3103236
43566,Mumbai,,1.0,2.0,1995.0,6199803
43567,Gurgaon,,4.0,2.0,1998.0,4165357
43568,Mumbai,1500sqft,4.0,1.0,2018.0,7944812
43569,Mumbai,900sqft,3.0,2.0,2018.0,7407959
43570,Bangalore,800 sqft,4.0,1.0,2008.0,6509369
43571,Bangalore,,1.0,3.0,2010.0,5031494
43572,Delhi,1200 sqft,3.0,2.0,2012.0,4013635
43573,Delhi,2000 sqft,2.0,,2015.0,4015493
43574,Delhi,,2.0,2.0,,2983051
43575,Gurgaon,800 sqft,3.0,2.0,2010.0,5167473
43576,Pune,2000 sqft,1.0,,2018.0,4959311
43577,Noida,,2.0,1.0,2010.0,2726509
43578,Gurgaon,,2.0,2.0,2010.0,3915566
43579,Noida,1200 sqft,3.0,1.0,,3399669
43580,Mumbai,1800 sqft,4.0,1.0,2012.0,8484823
43581,Delhi,1200 sqft,3.0,1.0,2000.0,4287848
43582,Delhi,1500sqft,2.0,1.0,1998.0,3874347
43583,Bangalore,,3.0,2.0,2018.0,4778753
43584,Noida,1000 sqft,,1.0,2008.0,3439958
43585,Delhi,900sqft,3.0,1.0,,3762991
43586,Gurgaon,1800 sqft,1.0,2.0,1995.0,5506149
43587,Pune,,,2.0,2018.0,3575342
43588,Bangalore,1000 sqft,3.0,2.0,1995.0,7115672
43589,Bangalore,,4.0,1.0,1998.0,4939006
43590,Pune,,3.0,2.0,2012.0,3391654
43591,Noida,800 sqft,,2.0,2015.0,3161627
43592,Mumbai,NaN,2.0,1.0,2000.0,6107327
43593,Gurgaon,2000 sqft,1.0,3.0,2018.0,5495087
43594,Mumbai,,3.0,2.0,2010.0,6040840
43595,Delhi,1500sqft,2.0,2.0,2005.0,4006291
43596,Noida,1500sqft,3.0,,2008.0,3388304
43597,Noida,900sqft,,1.0,1998.0,3245208
43598,Mumbai,800 sqft,2.0,2.0,2000.0,7781418
43599,Delhi,NaN,1.0,2.0,2005.0,3053204
43600,Gurgaon,,2.0,1.0,2005.0,3844671
43601,Mumbai,800 sqft,1.0,1.0,2012.0,7732479
43602,Pune,NaN,3.0,1.0,2000.0,3257587
43603,Gurgaon,900sqft,2.0,3.0,2010.0,5029242
43604,Noida,1000 sqft,3.0,2.0,2012.0,3649174
43605,Mumbai,2000 sqft,4.0,1.0,2000.0,8280200
43606,Pune,2000 sqft,3.0,1.0,,4916889
43607,Mumbai,1800 sqft,3.0,,,8306529
43608,Bangalore,1800 sqft,2.0,3.0,1995.0,7069708
43609,Gurgaon,800 sqft,3.0,,2015.0,5223140
43610,Mumbai,1000 sqft,3.0,2.0,2000.0,8313909
43611,Gurgaon,1500sqft,3.0,1.0,,5195310
43612,Mumbai,NaN,3.0,,2015.0,5830051
43613,Noida,1000 sqft,2.0,1.0,2005.0,3519075
43614,Delhi,800 sqft,1.0,3.0,2012.0,4137099
43615,Pune,900sqft,3.0,2.0,2005.0,4325035
43616,Gurgaon,1000 sqft,2.0,1.0,2018.0,5429858
43617,Bangalore,2000 sqft,4.0,1.0,2018.0,7014414
43618,Mumbai,1500sqft,,1.0,2015.0,7996617
43619,Noida,1200 sqft,3.0,3.0,1995.0,3279301
43620,Noida,,,2.0,2015.0,2288445
43621,Mumbai,1200 sqft,1.0,3.0,2010.0,8471370
43622,Mumbai,1000 sqft,4.0,2.0,2000.0,8508799
43623,Pune,1500sqft,,1.0,2010.0,4375532
43624,Bangalore,1800 sqft,2.0,,,7204773
43625,Noida,1500sqft,2.0,3.0,2015.0,3105928
43626,Bangalore,,4.0,1.0,2018.0,4999503
43627,Pune,1000 sqft,3.0,3.0,,4942019
43628,Noida,1000 sqft,3.0,3.0,2005.0,3279752
43629,Gurgaon,1000 sqft,1.0,1.0,2000.0,5619265
43630,Gurgaon,1200 sqft,3.0,3.0,2012.0,5682231
43631,Pune,1500sqft,3.0,3.0,2000.0,4683527
43632,Pune,1800 sqft,2.0,1.0,2015.0,4730477
43633,Gurgaon,1000 sqft,3.0,,2005.0,5601164
43634,Mumbai,2000 sqft,2.0,1.0,2018.0,8197034
43635,Noida,1500sqft,,1.0,2008.0,3168545
43636,Bangalore,1800 sqft,1.0,1.0,2015.0,7075736
43637,Gurgaon,1200 sqft,2.0,2.0,2012.0,5373195
43638,Delhi,2000 sqft,,1.0,2008.0,4342481
43639,Gurgaon,1000 sqft,1.0,2.0,2012.0,5698276
43640,Pune,1500sqft,,2.0,2018.0,4671507
43641,Mumbai,900sqft,4.0,,2008.0,7062222
